课程编号,课程名,校区,老师,分类,类型,开课学院,学分
B2D281030,思想道德修养与法律基础(全汉语),学院路校区,刘娜娜,思政、军理类,必修,马克思主义学院,2
B2D281030G,思想道德修养与法律基础(全汉语),学院路校区,郁树廷,思政、军理类,必修,经济管理学院,2
B2D282010,思想政治理论课——概论(全汉语),学院路校区,姚小玲,思政、军理类,必修,马克思主义学院,3
B2D282010G,思想政治理论课——概论(全汉语),学院路校区,黄建华,思政、军理类,必修,经济管理学院,3
B2D511010,军事理论(全汉语),学院路校区,齐建立,思政、军理类,必修,学生处武装部,2
B2D511020G,军事训练(全汉语),学院路校区,刘乃鹏,思政、军理类,必修,经济管理学院,0
B2E333010G,训练与教学(5)(全汉语),学院路校区,陆 科,体育类,必修,经济管理学院,2
B2F050110,航空航天概论A(全汉语),学院路校区,黄 俊,核心通识类,必修,航空科学与工程学院,2
B2F050120L,航空航天概论B(全汉语),学院路校区,周尧明,核心通识类,必修,航空科学与工程学院,2
B2F050121L,航空航天概论B(全英语),学院路校区,罗漳平,核心通识类,必修,航空科学与工程学院,2
B2F082210G,商法(全汉语),学院路校区,宁世强,核心通识类,必修,经济管理学院,2
B2F110110,大学语文(全汉语),学院路校区,石天强,核心通识类,必修,人文社会科学学院,2
B2F111210L,中国政府与政治(全汉语),学院路校区,谢宝富,核心通识类,必修,人文社会科学学院,2
B2F112230L,管理学原理(全汉语),学院路校区,代 懋,核心通识类,必修,人文社会科学学院,2
B2F112340L,经济学原理(全汉语),学院路校区,孙琳琳,核心通识类,必修,人文社会科学学院,2
B2F113130L,中国文明文化史(全汉语),学院路校区,马炳涛,核心通识类,必修,人文社会科学学院,2
B2F212110,学科前沿研讨(全汉语),学院路校区,杨晴虹,核心通识类,必修,软件学院,1
B2F241010,通用工程师导论(全汉语),学院路校区,徐 平,核心通识类,必修,中法工程师学院,1
B2F243110,法国社会与文化(其他语言),学院路校区,陈 威|外教,核心通识类,必修,中法工程师学院,2
B2F351011,通用工程导论（Ⅰ）(全英语),学院路校区,Wen Dongsheng,核心通识类,必修,国际通用工程学院,2
B2G020221,国际工程基础(全英语),学院路校区,关振宇,一般通识类,必修,电子信息工程学院,2
B2G215110,数学建模 (全汉语),学院路校区,李卫国,一般通识类,必修,软件学院,2
B2G243120,计算机图形学A(全汉语),学院路校区,王莉莉,一般通识类,必修,中法工程师学院,1.5
B2G251310L,俗语选讲(全汉语),学院路校区,魏扬秀,一般通识类,必修,国际学院,1
B2G251370L,文化体验课,学院路校区,伊小素|苏 力|杨 雪,一般通识类,必修,国际学院,1
B2G251381L,文化体验课,学院路校区,伊小素|苏 力|杨 雪,一般通识类,必修,国际学院,1
B2G252330L,汉字文化(全汉语),学院路校区,张永勤,一般通识类,必修,国际学院,1
B2G263310,艺术文献导读(全汉语),学院路校区,宫万琳,一般通识类,必修,新媒体艺术与设计学院,1
B2G280170G,中国历史与传统文化(全汉语),学院路校区,彭付芝,核心通识类,必修,经济管理学院,2
B2G351011,高级英语（Ⅰ）(全英语),学院路校区,王致虹,一般通识类,必修,国际通用工程学院,4
B2H183010,科技及社会实践（1）(全汉语),学院路校区,吴衍川,博雅类,必修,北京学院,0.5
B2H511010,博雅课程（文化素质拓展）(1)(全汉语),学院路校区,李玮,博雅类,必修,学生处武装部,0.5
B2H511010,博雅课程（文化素质拓展）(1)(全汉语),学院路校区,于瀛,博雅类,必修,学生处武装部,0.5
B2H511030G,博雅课程（文化素质拓展）(1)(全汉语),学院路校区,刘乃鹏,博雅类,必修,经济管理学院,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,余阳杰,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,孙磊,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,李天格,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,郝薇,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,张荣荣,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,刘倩楠,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,王子涵,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,赵子贺,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,刁旭,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,张笑语,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,普俊韬,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,王乾一,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,张景瑶,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,于康,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,张迎晨,博雅类,必修,学生处武装部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,宫凡,博雅类,必修,学生处武装部,0.5
B2H512050G,博雅课程（文化素质拓展）(3)(全汉语),学院路校区,刘乃鹏,博雅类,必修,经济管理学院,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,余浩 ,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,杜逸雯,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,张鹏元,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,范永升,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,周其林,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,李阳,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,王晨,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,王晨,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,张孝涛,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,吕若凡,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,尹森,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,曹笃鑫,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,梁颖华,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,吴泽豫,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,赵石磊,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,王坤,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,焦振威,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,张健睿,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,耿选鹏,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,王立东,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,李启泉,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,孙乐,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,张航,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,高稚鸿,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,李曦,博雅类,必修,学生处武装部,0.5
B2H513050,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,张桐,博雅类,必修,学生处武装部,0.5
B2H513050G,博雅课程（文化素质拓展）(5)(全汉语),学院路校区,刘乃鹏,博雅类,必修,经济管理学院,0.5
B3083111D,能源技术概论(全汉语),学院路校区,朱 磊,核心专业类,必修,经济管理学院,2
B33D4070,体育(7)(全汉语),学院路校区,栗香槐,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,石 磊,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,陆 颖,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,杨亚琴,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,张 洋,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,宫美凤,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,李建辉,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,孙晓川,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,王 伟,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,汪 芸,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,朱志萍,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,袁 焰,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,尹宝玉,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,陈和霖,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,刘 菁,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,周若夫,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,尹天安,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,黄烨军,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,周大胜,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,陈 媛,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,何 鑫,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,吴铁铮,人文社科类课程,必修,体育部,1
B33D4070,体育(7)(全汉语),学院路校区,田春宽,人文社科类课程,必修,体育部,1
B3B05314B,弹性力学*(全汉语),学院路校区,杨振宇,工程基础类,必修,航空科学与工程学院,3
B3I013240,高分子物理(全汉语),学院路校区,杨继萍,核心专业类,必修,材料科学与工程学院,3
B3I013250,电化学原理(全汉语),学院路校区,李松梅,核心专业类,必修,材料科学与工程学院,3
B3I013260,材料物理性能(全汉语),学院路校区,毕晓昉,核心专业类,必修,材料科学与工程学院,3
B3I013270,材料力学性能(全汉语),学院路校区,张 峥|吴素君,核心专业类,必修,材料科学与工程学院,3
B3I013310,材料合成与制备自主综合实验(全汉语),学院路校区,沙江波,核心专业类,必修,材料科学与工程学院,1
B3I013320,材料的组成与结构分析综合实验(全汉语),学院路校区,段辉平,核心专业类,必修,材料科学与工程学院,1
B3I013330,材料的物理和力学性能综合实验(全汉语),学院路校区,毕晓昉,核心专业类,必修,材料科学与工程学院,1
B3I013340,材料的环境作用与电化学综合实验(全汉语),学院路校区,李松梅,核心专业类,必修,材料科学与工程学院,1
B3I013350,材料的工艺成型技术综合实验(全汉语),学院路校区,王 凯,核心专业类,必修,材料科学与工程学院,1
B3I022110L,电路分析(全英语),学院路校区,杨东凯|薛雨丽,核心专业类,必修,电子信息工程学院,4
B3I022151L,微波技术(全英语),学院路校区,吴 琦,核心专业类,必修,电子信息工程学院,3.5
B3I022161L,电子电路Ⅱ(全英语),学院路校区,孙国琳,核心专业类,必修,电子信息工程学院,3.5
B3I022171L,数字电路与系统(全英语),学院路校区,张耀天|魏少明,核心专业类,必修,电子信息工程学院,3.5
B3I022191L,随机过程理论(全英语),学院路校区,徐华平,核心专业类,必修,电子信息工程学院,2
B3I022921L,综合创新——数字通信(全英语),学院路校区,雷 鹏,核心专业类,必修,电子信息工程学院,1
B3I023150,微波技术(全汉语),学院路校区,苗俊刚|叶修竹|王正鹏,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,全绍辉,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,邓 晖,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,许 鼎|白 明|胡岸勇,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,李志平|孙国琳|阮存军,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,刘荣科,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,杨昕欣|孙 桦,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,杨昕欣,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,田亚飞,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,熊华钢|何 锋,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,高 强,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,王 彤,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,李 峭,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,王 俊,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,万国龙,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,孙国良,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,高 飞,核心专业类,必修,电子信息工程学院,3.5
B3I023181,数字信号处理（全英文）(全英语),学院路校区,王祖林|田亚飞,核心专业类,必修,电子信息工程学院,3.5
B3I023190,随机过程理论(全汉语),学院路校区,张有光,核心专业类,必修,电子信息工程学院,2
B3I023190,随机过程理论(全汉语),学院路校区,李春升,核心专业类,必修,电子信息工程学院,2
B3I023190,随机过程理论(全汉语),学院路校区,徐华平,核心专业类,必修,电子信息工程学院,2
B3I023190,随机过程理论(全汉语),学院路校区,杨 威,核心专业类,必修,电子信息工程学院,2
B3I023221,自动控制原理（全英文）(全英语),学院路校区,韩圣千,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,王 俊,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,张玉玺,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,刁为民,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,张杰斌,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,哈聪颖,核心专业类,必修,电子信息工程学院,2
B3I03301A,电气工程及其自动化专业导论(全汉语),学院路校区,马齐爽|郭 宏|雷银照|武建文|肖春燕|赵向阳|王 永,核心专业类,必修,自动化科学与电气工程学院,1
B3I033111,自动控制原理A（1）（全英文）(全英语),学院路校区,王 薇,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,林 岩,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,王艳东,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,张国峰,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,邱红专,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311B,自动控制原理B（1）(全汉语),学院路校区,左宗玉,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I03311B,自动控制原理B（1）(全汉语),学院路校区,宋 华,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I03313A,自动化控制原理实验A（1）(全汉语),学院路校区,刘 中,核心专业类,必修,自动化科学与电气工程学院,1
B3I033210,电力电子技术B(全汉语),学院路校区,武建文,核心专业类,必修,自动化科学与电气工程学院,2
B3I033210,电力电子技术B(全汉语),学院路校区,张俊民,核心专业类,必修,自动化科学与电气工程学院,2
B3I033220,自动控制元件(全汉语),学院路校区,赵向阳,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I033220,自动控制元件(全汉语),学院路校区,金 巍,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I033230,自动控制元件与电力电子技术实验(全汉语),学院路校区,张 磊,核心专业类,必修,自动化科学与电气工程学院,1
B3I033240,微机原理及接口技术实验(全汉语),学院路校区,刘 丽,核心专业类,必修,自动化科学与电气工程学院,1
B3I033240,微机原理及接口技术实验(全汉语),学院路校区,林 新,核心专业类,必修,自动化科学与电气工程学院,1
B3I033240,微机原理及接口技术实验(全汉语),学院路校区,李 妮,核心专业类,必修,自动化科学与电气工程学院,1
B3I042130,气体动力学（2）(全汉语),学院路校区,额日其太,核心专业类,必修,能源与动力工程学院,2
B3I042130,气体动力学（2）(全汉语),学院路校区,邹正平,核心专业类,必修,能源与动力工程学院,2
B3I042130,气体动力学（2）(全汉语),学院路校区,刘火星|方祥军|张伟昊,核心专业类,必修,能源与动力工程学院,2
B3I04314A,传热传质学（能源与动力工程专业）(全汉语),学院路校区,徐国强,核心专业类,必修,能源与动力工程学院,2.5
B3I04314B,传热学(全汉语),学院路校区,罗 翔,核心专业类,必修,能源与动力工程学院,2
B3I04314B,传热学(全汉语),学院路校区,闻 洁,核心专业类,必修,能源与动力工程学院,2
B3I04314B,传热学(全汉语),学院路校区,邓宏武,核心专业类,必修,能源与动力工程学院,2
B3I04314B,传热学(全汉语),学院路校区,李志强,核心专业类,必修,能源与动力工程学院,2
B3I043150,自动控制原理B(全汉语),学院路校区,孟德元,核心专业类,必修,能源与动力工程学院,2.5
B3I043150,自动控制原理B(全汉语),学院路校区,王 磊,核心专业类,必修,能源与动力工程学院,2.5
B3I043150,自动控制原理B(全汉语),学院路校区,铁 林,核心专业类,必修,能源与动力工程学院,2.5
B3I043150,自动控制原理B(全汉语),学院路校区,杨凌宇,核心专业类,必修,能源与动力工程学院,2.5
B3I043160,弹性力学(全汉语),学院路校区,胡殿印,核心专业类,必修,能源与动力工程学院,2
B3I043160,弹性力学(全汉语),学院路校区,闫晓军|张小勇,核心专业类,必修,能源与动力工程学院,2
B3I043170,物理化学(全汉语),学院路校区,王 女,核心专业类,必修,能源与动力工程学院,2
B3I043210,航空发动机原理（1）(全汉语),学院路校区,严 明,核心专业类,必修,能源与动力工程学院,2
B3I043210,航空发动机原理（1）(全汉语),学院路校区,侯安平,核心专业类,必修,能源与动力工程学院,2
B3I043210,航空发动机原理（1）(全汉语),学院路校区,宁方飞,核心专业类,必修,能源与动力工程学院,2
B3I043210,航空发动机原理（1）(全汉语),学院路校区,金东海,核心专业类,必修,能源与动力工程学院,2
B3I043210,航空发动机原理（1）(全汉语),学院路校区,桂幸民,核心专业类,必修,能源与动力工程学院,2
B3I043210,航空发动机原理（1）(全汉语),学院路校区,袁 巍,核心专业类,必修,能源与动力工程学院,2
B3I043230,航空发动机原理（2）(全汉语),学院路校区,林宇震,核心专业类,必修,能源与动力工程学院,1.5
B3I043230,航空发动机原理（2）(全汉语),学院路校区,岳 明,核心专业类,必修,能源与动力工程学院,1.5
B3I043230,航空发动机原理（2）(全汉语),学院路校区,张 弛,核心专业类,必修,能源与动力工程学院,1.5
B3I043230,航空发动机原理（2）(全汉语),学院路校区,陈龙飞,核心专业类,必修,能源与动力工程学院,1.5
B3I043230,航空发动机原理（2）(全汉语),学院路校区,刘玉英,核心专业类,必修,能源与动力工程学院,1.5
B3I043230,航空发动机原理（2）(全汉语),学院路校区,黄 勇,核心专业类,必修,能源与动力工程学院,1.5
B3I043410,能量系统分析 (全汉语),学院路校区,吴 宏|李海旺,核心专业类,必修,能源与动力工程学院,2
B3I043420,燃料与燃烧(全汉语),学院路校区,惠 鑫,核心专业类,必修,能源与动力工程学院,2
B3I050511,弹性力学（英文）(全英语),学院路校区,张 彤|孙玉鑫|郭早阳|董雷霆,一般专业类,必修,航空科学与工程学院,3
B3I050511L,弹性力学(全英语),学院路校区,张 彤|孙玉鑫|郭早阳|董雷霆,核心专业类,必修,航空科学与工程学院,2
B3I053110,飞机总体设计(全汉语),学院路校区,刘 虎|周尧明|黄敏杰,核心专业类,必修,航空科学与工程学院,3
B3I053110,飞机总体设计(全汉语),学院路校区,张云飞|李 可|孙康文,核心专业类,必修,航空科学与工程学院,3
B3I053110,飞机总体设计(全汉语),学院路校区,罗明强|杨穆清,核心专业类,必修,航空科学与工程学院,3
B3I05312B,飞机结构设计(全汉语),学院路校区,何景武,核心专业类,必修,航空科学与工程学院,3.5
B3I05312B,飞机结构设计(全汉语),学院路校区,罗漳平,核心专业类,必修,航空科学与工程学院,3.5
B3I05312B,飞机结构设计(全汉语),学院路校区,张纪奎,核心专业类,必修,航空科学与工程学院,3.5
B3I05312B,飞机结构设计(全汉语),学院路校区,程小全,核心专业类,必修,航空科学与工程学院,3.5
B3I053131L,飞行器结构力学(全英语),学院路校区,张 彤|郭早阳|董雷霆,核心专业类,必修,航空科学与工程学院,3
B3I053150,自动控制原理B(全汉语),学院路校区,董朝阳|严 德,核心专业类,必修,航空科学与工程学院,3
B3I053150,自动控制原理B(全汉语),学院路校区,苏 媛,核心专业类,必修,航空科学与工程学院,3
B3I053150,自动控制原理B(全汉语),学院路校区,孙立国,核心专业类,必修,航空科学与工程学院,3
B3I053150,自动控制原理B(全汉语),学院路校区,朱 磊,核心专业类,必修,航空科学与工程学院,3
B3I05320B,热工基础A（2）(全汉语),学院路校区,林贵平|柏立战,核心专业类,必修,航空科学与工程学院,2
B3I063110,编译技术(全汉语),学院路校区,张 莉,核心专业类,必修,计算机学院,3
B3I063110,编译技术(全汉语),学院路校区,史晓华,核心专业类,必修,计算机学院,3
B3I063110,编译技术(全汉语),学院路校区,杨海燕|蒋 竞,核心专业类,必修,计算机学院,3
B3I063410,编译器课程设计(全汉语),学院路校区,张 莉|杨海燕,核心专业类,必修,计算机学院,1.5
B3I063410,编译器课程设计(全汉语),学院路校区,杨海燕|史晓华,核心专业类,必修,计算机学院,1.5
B3I063410,编译器课程设计(全汉语),学院路校区,杨海燕|蒋 竞,核心专业类,必修,计算机学院,1.5
B3I064610,求职辅导系列讲座(全汉语),学院路校区,刘 睿,核心专业类,必修,计算机学院,0.5
B3I071211L,工程图学B(全英语),学院路校区,王运巧,核心专业类,必修,机械工程及自动化学院,4
B3I072310L,工程材料学(全汉语),学院路校区,赵海云|彭 鹏,核心专业类,必修,机械工程及自动化学院,2
B3I073330,制造工程基础(2)(全汉语),学院路校区,陈志同|陈华伟,核心专业类,必修,机械工程及自动化学院,3
B3I073330,制造工程基础(2)(全汉语),学院路校区,陈五一|韩先国|孙剑飞,核心专业类,必修,机械工程及自动化学院,3
B3I073330,制造工程基础(2)(全汉语),学院路校区,彭 翀|李 勋,核心专业类,必修,机械工程及自动化学院,3
B3I073331L,制造工程基础(全英语),学院路校区,陈华伟,核心专业类,必修,机械工程及自动化学院,2
B3I073410,机电控制工程基础(全汉语),学院路校区,刘 强|傅 健,核心专业类,必修,机械工程及自动化学院,2.5
B3I073410,机电控制工程基础(全汉语),学院路校区,丑武胜,核心专业类,必修,机械工程及自动化学院,2.5
B3I073410,机电控制工程基础(全汉语),学院路校区,王美清,核心专业类,必修,机械工程及自动化学院,2.5
B3I073410,机电控制工程基础(全汉语),学院路校区,袁松梅,核心专业类,必修,机械工程及自动化学院,2.5
B3I073420,机电传动控制(全汉语),学院路校区,张 伟,核心专业类,必修,机械工程及自动化学院,2
B3I073420,机电传动控制(全汉语),学院路校区,张 伟,核心专业类,必修,机械工程及自动化学院,2
B3I073420,机电传动控制(全汉语),学院路校区,齐铂金,核心专业类,必修,机械工程及自动化学院,2
B3I073570,设计专题(全汉语),学院路校区,尹 虎,核心专业类,必修,机械工程及自动化学院,2
B3I073580,专业课程设计(1)(全汉语),学院路校区,张 融|魏晓东,核心专业类,必修,机械工程及自动化学院,1
B3I073730,产品模型制作(2)(全汉语),学院路校区,刘永瞻,核心专业类,必修,机械工程及自动化学院,1.5
B3I073790,视觉传达设计(2)(全汉语),学院路校区,尹 虎|王 韫,核心专业类,必修,机械工程及自动化学院,1.5
B3I081111L,管理学(全英语),学院路校区,吴春林,核心专业类,必修,经济管理学院,3
B3I08111BG,管理学(全汉语),学院路校区,吴春林,核心专业类,必修,经济管理学院,2
B3I081150G,计算机软件技术基础(全汉语),学院路校区,刘乃鹏,核心专业类,必修,经济管理学院,2
B3I082210L,公司财务(全汉语),学院路校区,韦红梅,核心专业类,必修,经济管理学院,2.5
B3I082211L,公司财务(全英语),学院路校区,白 明,核心专业类,必修,经济管理学院,2.5
B3I08221BG,微观经济学(全汉语),学院路校区,宋晓东,核心专业类,必修,经济管理学院,3
B3I08221BL,微观经济学(全汉语),学院路校区,王晨岚|魏亿钢,核心专业类,必修,经济管理学院,3
B3I08221BL,微观经济学(全英语),学院路校区,王晨岚|魏亿钢,核心专业类,必修,经济管理学院,3
B3I08222CG,中级财务会计(全汉语),学院路校区,韦红梅,核心专业类,必修,经济管理学院,4
B3I08224C,数据库原理与应用(全汉语),学院路校区,李 红,核心专业类,必修,经济管理学院,2.5
B3I08224D,管理会计(全汉语),学院路校区,胡延杰,核心专业类,必修,经济管理学院,2
B3I082251L,国际经济学(全英语),学院路校区,杨 捷,核心专业类,必修,经济管理学院,3
B3I08225CL,国际经济学(全汉语),学院路校区,方 虹,核心专业类,必修,经济管理学院,3
B3I082260L,课程设计（公司财务)(全汉语),学院路校区,韦红梅,核心专业类,必修,经济管理学院,0.5
B3I082270,课程设计（人力资源管理）(全汉语),学院路校区,武 欣,核心专业类,必修,经济管理学院,0.5
B3I082271L,课程设计（公司财务）(全英语),学院路校区,白 明,核心专业类,必修,经济管理学院,0.5
B3I08227CL,货币金融学(全汉语),学院路校区,刘善存,核心专业类,必修,经济管理学院,3
B3I08228CG,组织行为学(全汉语),学院路校区,王喜忠,核心专业类,必修,经济管理学院,2
B3I08229C,人力资源管理(全汉语),学院路校区,武 欣,核心专业类,必修,经济管理学院,2
B3I08229D,金融机构管理(全汉语),学院路校区,蒋 虹,核心专业类,必修,经济管理学院,3
B3I08242D,国际技术贸易(全汉语),学院路校区,杨 捷,核心专业类,必修,经济管理学院,2
B3I083310,课程设计(市场营销)(全汉语),学院路校区,张明立,核心专业类,必修,经济管理学院,0.5
B3I083310,课程设计(市场营销)(全汉语),学院路校区,许文媞,核心专业类,必修,经济管理学院,0.5
B3I08331C,工程经济学(全汉语),学院路校区,郑 筠,核心专业类,必修,经济管理学院,2
B3I083320,课程设计(物流管理)(全汉语),学院路校区,赵秋红,核心专业类,必修,经济管理学院,0.5
B3I083330,课程设计（高级财务会计）(全汉语),学院路校区,潘立新,核心专业类,必修,经济管理学院,0.5
B3I08333D,管理信息系统(全汉语),学院路校区,贾素玲,核心专业类,必修,经济管理学院,2
